anzsic_class_code,anzsic_class_name,anzsic_group_code,year,total_businesses,entry_rate,exit_rate,data_source
3502,Commercial Vehicle Wholesaling,350,2024,269.0,12.4,8.5,ABS 8165.0 DC02 Table 2
3503,Trailer and Other Motor Vehicle Wholesaling,350,2024,198.0,16.7,19.2,ABS 8165.0 DC02 Table 2
3504,Motor Vehicle New Parts Wholesaling,350,2024,2470.0,12.1,14.3,ABS 8165.0 DC02 Table 2
3505,Motor Vehicle Dismantling and Used Parts Wholesaling,350,2024,1627.0,18.8,19.2,ABS 8165.0 DC02 Table 2
3601,General Line Grocery Wholesaling,360,2024,701.0,13.8,13.1,ABS 8165.0 DC02 Table 2
3602,"Meat, Poultry and Smallgoods Wholesaling",360,2024,1301.0,12.1,12.3,ABS 8165.0 DC02 Table 2
3603,Dairy Produce Wholesaling,360,2024,547.0,11.8,12.8,ABS 8165.0 DC02 Table 2
3604,Fish and Seafood Wholesaling,360,2024,816.0,11.4,13.1,ABS 8165.0 DC02 Table 2
3605,Fruit and Vegetable Wholesaling,360,2024,1478.0,8.1,11.2,ABS 8165.0 DC02 Table 2
3606,Liquor and Tobacco Product Wholesaling,360,2024,2260.0,12.3,15.8,ABS 8165.0 DC02 Table 2
3609,Other Grocery Wholesaling,360,2024,5329.0,13.8,14.6,ABS 8165.0 DC02 Table 2
3711,Textile Product Wholesaling,371,2024,1157.0,12.6,12.7,ABS 8165.0 DC02 Table 2
3712,Clothing and Footwear Wholesaling,371,2024,2851.0,10.1,13.8,ABS 8165.0 DC02 Table 2
3720,Pharmaceutical and Toiletry Goods Wholesaling,372,2024,2733.0,13.0,14.8,ABS 8165.0 DC02 Table 2
3731,Furniture and Floor Covering Wholesaling,373,2024,1855.0,14.4,14.9,ABS 8165.0 DC02 Table 2
3732,Jewellery and Watch Wholesaling,373,2024,1049.0,12.3,15.3,ABS 8165.0 DC02 Table 2
3733,Kitchen and Diningware Wholesaling,373,2024,1380.0,13.1,17.3,ABS 8165.0 DC02 Table 2
3734,Toy and Sporting Goods Wholesaling,373,2024,1452.0,9.8,10.8,ABS 8165.0 DC02 Table 2
3735,Book and Magazine Wholesaling,373,2024,277.0,9.4,13.2,ABS 8165.0 DC02 Table 2
3736,Paper Product Wholesaling,373,2024,947.0,8.2,9.5,ABS 8165.0 DC02 Table 2
3739,Other Goods Wholesaling n.e.c.,373,2024,4325.0,10.8,12.8,ABS 8165.0 DC02 Table 2
3800,Commission-Based Wholesaling,380,2024,14994.0,24.0,19.1,ABS 8165.0 DC02 Table 2
3911,Car Retailing,391,2024,4865.0,14.1,12.5,ABS 8165.0 DC02 Table 2
3912,Motor Cycle Retailing,391,2024,593.0,7.1,11.0,ABS 8165.0 DC02 Table 2
3913,Trailer and Other Motor Vehicle Retailing,391,2024,545.0,13.3,12.9,ABS 8165.0 DC02 Table 2
3921,Motor Vehicle Parts Retailing,392,2024,2827.0,10.0,10.5,ABS 8165.0 DC02 Table 2
3922,Tyre Retailing,392,2024,2173.0,9.1,10.4,ABS 8165.0 DC02 Table 2
4000,Fuel Retailing,400,2024,3895.0,15.0,12.9,ABS 8165.0 DC02 Table 2
4110,Supermarket and Grocery Stores,411,2024,9647.0,18.5,15.8,ABS 8165.0 DC02 Table 2
4121,"Fresh Meat, Fish and Poultry Retailing",412,2024,4045.0,10.9,12.5,ABS 8165.0 DC02 Table 2
4122,Fruit and Vegetable Retailing,412,2024,2269.0,14.2,15.7,ABS 8165.0 DC02 Table 2
4123,Liquor Retailing,412,2024,2449.0,13.2,10.9,ABS 8165.0 DC02 Table 2
4129,Other Specialised Food Retailing,412,2024,7108.0,16.3,17.4,ABS 8165.0 DC02 Table 2
4211,Furniture Retailing,421,2024,3589.0,9.2,11.7,ABS 8165.0 DC02 Table 2
4212,Floor Coverings Retailing,421,2024,2008.0,8.2,10.3,ABS 8165.0 DC02 Table 2
4213,Houseware Retailing,421,2024,1801.0,10.3,17.7,ABS 8165.0 DC02 Table 2
4214,Manchester and Other Textile Goods Retailing,421,2024,1350.0,8.0,13.5,ABS 8165.0 DC02 Table 2
4221,"Electrical, Electronic and Gas Appliance Retailing",422,2024,4824.0,12.8,12.3,ABS 8165.0 DC02 Table 2
4222,Computer and Computer Peripheral Retailing,422,2024,2810.0,8.7,12.6,ABS 8165.0 DC02 Table 2
4229,Other Electrical and Electronic Goods Retailing,422,2024,1753.0,14.6,15.6,ABS 8165.0 DC02 Table 2
4231,Hardware and Building Supplies Retailing,423,2024,5929.0,10.5,11.3,ABS 8165.0 DC02 Table 2
4232,Garden Supplies Retailing,423,2024,2448.0,9.7,12.7,ABS 8165.0 DC02 Table 2
4241,Sport and Camping Equipment Retailing,424,2024,3996.0,12.8,13.1,ABS 8165.0 DC02 Table 2
4242,Entertainment Media Retailing,424,2024,634.0,15.0,13.7,ABS 8165.0 DC02 Table 2
4243,Toy and Game Retailing,424,2024,1726.0,17.7,17.9,ABS 8165.0 DC02 Table 2
4244,Newspaper and Book Retailing,424,2024,3078.0,7.3,12.3,ABS 8165.0 DC02 Table 2
4245,Marine Equipment Retailing,424,2024,889.0,8.6,9.7,ABS 8165.0 DC02 Table 2
4251,Clothing Retailing,425,2024,14715.0,19.1,19.8,ABS 8165.0 DC02 Table 2
4252,Footwear Retailing,425,2024,1167.0,10.7,13.9,ABS 8165.0 DC02 Table 2
4253,Watch and Jewellery Retailing,425,2024,2762.0,10.4,12.7,ABS 8165.0 DC02 Table 2
4259,Other Personal Accessory Retailing,425,2024,699.0,15.1,14.8,ABS 8165.0 DC02 Table 2
4260,Department Stores,426,2024,181.0,14.3,14.8,ABS 8165.0 DC02 Table 2
4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",427,2024,8831.0,10.8,9.2,ABS 8165.0 DC02 Table 2
4272,Stationery Goods Retailing,427,2024,813.0,8.4,13.1,ABS 8165.0 DC02 Table 2
4273,Antique and Used Goods Retailing,427,2024,2268.0,12.9,14.5,ABS 8165.0 DC02 Table 2
4274,Flower Retailing,427,2024,2802.0,14.1,17.2,ABS 8165.0 DC02 Table 2
4279,Other Store-Based Retailing n.e.c.,427,2024,15430.0,15.1,16.4,ABS 8165.0 DC02 Table 2
4310,Non-Store Retailing,431,2024,24433.0,25.6,22.6,ABS 8165.0 DC02 Table 2
4320,Retail Commission-Based Buying and/or Selling,432,2024,5433.0,19.4,20.4,ABS 8165.0 DC02 Table 2
4400,Accommodation,440,2024,14094.0,10.5,12.3,ABS 8165.0 DC02 Table 2
4511,Cafes and Restaurants,451,2024,55689.0,18.4,17.5,ABS 8165.0 DC02 Table 2
4512,Takeaway Food Services,451,2024,26256.0,23.3,18.6,ABS 8165.0 DC02 Table 2
4513,Catering Services,451,2024,5035.0,18.5,20.3,ABS 8165.0 DC02 Table 2
4520,"Pubs, Taverns and Bars",452,2024,6958.0,12.5,13.4,ABS 8165.0 DC02 Table 2
4530,Clubs (Hospitality),453,2024,3524.0,5.9,5.1,ABS 8165.0 DC02 Table 2
4610,Road Freight Transport,461,2024,62912.0,20.7,16.3,ABS 8165.0 DC02 Table 2
4621,Interurban and Rural Bus Transport,462,2024,635.0,10.6,9.8,ABS 8165.0 DC02 Table 2
4622,Urban Bus Transport (Including Tramway),462,2024,1959.0,9.0,11.3,ABS 8165.0 DC02 Table 2
4623,Taxi and Other Road Transport,462,2024,34924.0,22.2,21.8,ABS 8165.0 DC02 Table 2
4710,Rail Freight Transport,471,2024,49.0,15.1,22.6,ABS 8165.0 DC02 Table 2
4720,Rail Passenger Transport,472,2024,40.0,20.5,17.9,ABS 8165.0 DC02 Table 2
4810,Water Freight Transport,481,2024,372.0,12.4,12.1,ABS 8165.0 DC02 Table 2
4820,Water Passenger Transport,482,2024,336.0,16.9,11.6,ABS 8165.0 DC02 Table 2
4900,Air and Space Transport,490,2024,1468.0,13.3,11.8,ABS 8165.0 DC02 Table 2
5010,Scenic and Sightseeing Transport,501,2024,2610.0,13.2,12.3,ABS 8165.0 DC02 Table 2
5021,Pipeline Transport,502,2024,75.0,11.1,6.9,ABS 8165.0 DC02 Table 2
5029,Other Transport n.e.c.,502,2024,891.0,8.0,15.4,ABS 8165.0 DC02 Table 2
5101,Postal Services,510,2024,5205.0,15.5,18.9,ABS 8165.0 DC02 Table 2
5102,Courier Pick-up and Delivery Services,510,2024,54322.0,52.4,26.6,ABS 8165.0 DC02 Table 2
5211,Stevedoring Services,521,2024,119.0,16.1,15.3,ABS 8165.0 DC02 Table 2
5212,Port and Water Transport Terminal Operations,521,2024,171.0,11.3,9.5,ABS 8165.0 DC02 Table 2
5219,Other Water Transport Support Services,521,2024,879.0,15.4,13.9,ABS 8165.0 DC02 Table 2
5220,Airport Operations and Other Air Transport Support Services,522,2024,837.0,18.4,13.9,ABS 8165.0 DC02 Table 2
5291,Customs Agency Services,529,2024,650.0,11.5,10.6,ABS 8165.0 DC02 Table 2
5292,Freight Forwarding Services,529,2024,1126.0,10.6,9.1,ABS 8165.0 DC02 Table 2
5299,Other Transport Support Services n.e.c.,529,2024,65578.0,30.2,22.3,ABS 8165.0 DC02 Table 2
5301,Grain Storage Services,530,2024,116.0,10.4,9.6,ABS 8165.0 DC02 Table 2
5309,Other Warehousing and Storage Services,530,2024,2021.0,13.6,10.9,ABS 8165.0 DC02 Table 2
5411,Newspaper Publishing,541,2024,279.0,6.4,13.0,ABS 8165.0 DC02 Table 2
5412,Magazine and Other Periodical Publishing,541,2024,594.0,5.0,9.9,ABS 8165.0 DC02 Table 2
5413,Book Publishing,541,2024,892.0,9.4,12.6,ABS 8165.0 DC02 Table 2
5414,Directory and Mailing List Publishing,541,2024,50.0,16.7,24.1,ABS 8165.0 DC02 Table 2
5419,"Other Publishing (except Software, Music and Internet)",541,2024,171.0,12.4,11.8,ABS 8165.0 DC02 Table 2
5420,Software Publishing,542,2024,1312.0,18.7,14.5,ABS 8165.0 DC02 Table 2
5511,Motion Picture and Video Production,551,2024,8222.0,17.2,15.3,ABS 8165.0 DC02 Table 2
5512,Motion Picture and Video Distribution,551,2024,226.0,7.3,10.3,ABS 8165.0 DC02 Table 2
5513,Motion Picture Exhibition,551,2024,374.0,13.7,6.9,ABS 8165.0 DC02 Table 2
5514,Post-production Services and Other Motion Picture and Video Activities,551,2024,1086.0,16.7,15.3,ABS 8165.0 DC02 Table 2
5521,Music Publishing,552,2024,199.0,10.7,13.7,ABS 8165.0 DC02 Table 2
5522,Music and Other Sound Recording Activities,552,2024,1805.0,16.0,14.4,ABS 8165.0 DC02 Table 2
5610,Radio Broadcasting,561,2024,189.0,6.2,8.3,ABS 8165.0 DC02 Table 2
5621,Free-to-Air Television Broadcasting,562,2024,97.0,11.3,11.3,ABS 8165.0 DC02 Table 2
5622,Cable and Other Subscription Broadcasting,562,2024,70.0,3.8,14.1,ABS 8165.0 DC02 Table 2
5700,Internet Publishing and Broadcasting,570,2024,1811.0,15.4,16.1,ABS 8165.0 DC02 Table 2
5801,Wired Telecommunications Network Operation,580,2024,1418.0,15.3,15.4,ABS 8165.0 DC02 Table 2
5802,Other Telecommunications Network Operation,580,2024,685.0,18.3,16.2,ABS 8165.0 DC02 Table 2
5809,Other Telecommunications Services,580,2024,816.0,12.5,17.1,ABS 8165.0 DC02 Table 2
5910,Internet Service Providers and Web Search Portals,591,2024,1374.0,24.3,23.7,ABS 8165.0 DC02 Table 2
5921,Data Processing and Web Hosting Services,592,2024,2092.0,20.3,18.9,ABS 8165.0 DC02 Table 2
5922,Electronic Information Storage Services,592,2024,855.0,16.1,11.9,ABS 8165.0 DC02 Table 2
6010,Libraries and Archives,601,2024,97.0,9.3,9.3,ABS 8165.0 DC02 Table 2
6020,Other Information Services,602,2024,169.0,12.2,14.0,ABS 8165.0 DC02 Table 2
6221,Banking,622,2024,314.0,2.2,5.5,ABS 8165.0 DC02 Table 2
6222,Building Society Operation,622,2024,0.0,0.0,0.0,ABS 8165.0 DC02 Table 2
6223,Credit Union Operation,622,2024,3.0,0.0,0.0,ABS 8165.0 DC02 Table 2
6229,Other Depository Financial Intermediation,622,2024,943.0,14.2,11.1,ABS 8165.0 DC02 Table 2
6230,Non-Depository Financing,623,2024,3063.0,28.9,22.7,ABS 8165.0 DC02 Table 2
6240,Financial Asset Investing,624,2024,61074.0,17.5,11.8,ABS 8165.0 DC02 Table 2
6310,Life Insurance,631,2024,47.0,8.3,10.4,ABS 8165.0 DC02 Table 2
6321,Health Insurance,632,2024,121.0,7.4,8.2,ABS 8165.0 DC02 Table 2
6322,General Insurance,632,2024,204.0,23.9,13.0,ABS 8165.0 DC02 Table 2
6411,Financial Asset Broking Services,641,2024,10978.0,17.9,12.1,ABS 8165.0 DC02 Table 2
6419,Other Auxiliary Finance and Investment Services,641,2024,46897.0,16.6,12.5,ABS 8165.0 DC02 Table 2
6420,Auxiliary Insurance Services,642,2024,5317.0,10.2,10.6,ABS 8165.0 DC02 Table 2
6611,Passenger Car Rental and Hiring,661,2024,3483.0,32.1,17.6,ABS 8165.0 DC02 Table 2
6619,Other Motor Vehicle and Transport Equipment Rental and Hiring,661,2024,4347.0,16.2,13.0,ABS 8165.0 DC02 Table 2
6620,Farm Animal and Bloodstock Leasing,662,2024,104.0,15.2,10.1,ABS 8165.0 DC02 Table 2
6631,Heavy Machinery and Scaffolding Rental and Hiring,663,2024,11240.0,16.0,11.3,ABS 8165.0 DC02 Table 2
6632,Video and Other Electronic Media Rental and Hiring,663,2024,386.0,7.1,12.5,ABS 8165.0 DC02 Table 2
6639,Other Goods and Equipment Rental and Hiring n.e.c.,663,2024,7971.0,11.8,12.9,ABS 8165.0 DC02 Table 2
6640,Non-Financial Intangible Assets (Except Copyrights) Leasing,664,2024,3893.0,15.6,15.7,ABS 8165.0 DC02 Table 2
6711,Residential Property Operators,671,2024,56824.0,10.0,8.1,ABS 8165.0 DC02 Table 2
6712,Non-Residential Property Operators,671,2024,165673.0,12.2,8.7,ABS 8165.0 DC02 Table 2
6720,Real Estate Services,672,2024,44945.0,13.9,12.1,ABS 8165.0 DC02 Table 2
6910,Scientific Research Services,691,2024,5930.0,17.2,14.8,ABS 8165.0 DC02 Table 2
6921,Architectural Services,692,2024,13396.0,10.0,10.3,ABS 8165.0 DC02 Table 2
6922,Surveying and Mapping Services,692,2024,3653.0,9.7,10.5,ABS 8165.0 DC02 Table 2
6923,Engineering Design and Engineering Consulting Services,692,2024,46883.0,17.3,13.5,ABS 8165.0 DC02 Table 2
6924,Other Specialised Design Services,692,2024,17317.0,14.5,14.3,ABS 8165.0 DC02 Table 2
6925,Scientific Testing and Analysis Services,692,2024,3501.0,14.7,12.3,ABS 8165.0 DC02 Table 2
6931,Legal Services,693,2024,23673.0,9.5,9.0,ABS 8165.0 DC02 Table 2
6932,Accounting Services,693,2024,36606.0,10.3,9.7,ABS 8165.0 DC02 Table 2
6940,Advertising Services,694,2024,13205.0,19.8,17.0,ABS 8165.0 DC02 Table 2
6950,Market Research and Statistical Services,695,2024,2690.0,14.3,15.3,ABS 8165.0 DC02 Table 2
6961,Corporate Head Office Management Services,696,2024,629.0,14.0,6.7,ABS 8165.0 DC02 Table 2
6962,Management Advice and Related Consulting Services,696,2024,99420.0,20.6,16.1,ABS 8165.0 DC02 Table 2
6970,Veterinary Services,697,2024,3748.0,10.2,8.7,ABS 8165.0 DC02 Table 2
6991,Professional Photographic Services,699,2024,9287.0,16.8,14.3,ABS 8165.0 DC02 Table 2
6999,"Other Professional, Scientific and Technical Services n.e.c.",699,2024,2401.0,13.7,14.6,ABS 8165.0 DC02 Table 2
7000,Computer System Design and Related Services,700,2024,62245.0,17.1,14.5,ABS 8165.0 DC02 Table 2
7211,Employment Placement and Recruitment Services,721,2024,8651.0,17.4,14.5,ABS 8165.0 DC02 Table 2
7212,Labour Supply Services,721,2024,13821.0,26.7,23.0,ABS 8165.0 DC02 Table 2
7220,Travel Agency and Tour Arrangement Services,722,2024,8795.0,17.8,14.7,ABS 8165.0 DC02 Table 2
7291,Office Administrative Services,729,2024,13029.0,15.9,12.6,ABS 8165.0 DC02 Table 2
7292,Document Preparation Services,729,2024,1029.0,13.9,19.2,ABS 8165.0 DC02 Table 2
7293,Credit Reporting and Debt Collection Services,729,2024,700.0,15.0,15.9,ABS 8165.0 DC02 Table 2
7294,Call Centre Operation,729,2024,386.0,15.4,19.6,ABS 8165.0 DC02 Table 2
7299,Other Administrative Services n.e.c.,729,2024,12620.0,20.1,18.4,ABS 8165.0 DC02 Table 2
7311,Building and Other Industrial Cleaning Services,731,2024,43880.0,25.8,22.6,ABS 8165.0 DC02 Table 2
7312,Building Pest Control Services,731,2024,2900.0,10.7,11.6,ABS 8165.0 DC02 Table 2
7313,Gardening Services,731,2024,17073.0,17.9,16.1,ABS 8165.0 DC02 Table 2
7320,Packaging Services,732,2024,1054.0,17.0,16.6,ABS 8165.0 DC02 Table 2
7510,Central Government Administration,751,2024,63.0,81.1,10.8,ABS 8165.0 DC02 Table 2
7520,State Government Administration,752,2024,33.0,38.5,11.5,ABS 8165.0 DC02 Table 2
7530,Local Government Administration,753,2024,54.0,10.9,12.7,ABS 8165.0 DC02 Table 2
7540,Justice,754,2024,84.0,46.4,24.6,ABS 8165.0 DC02 Table 2
7551,Domestic Government Representation,755,2024,5.0,20.0,20.0,ABS 8165.0 DC02 Table 2
7552,Foreign Government Representation,755,2024,21.0,52.9,29.4,ABS 8165.0 DC02 Table 2
7600,Defence,760,2024,58.0,31.9,8.5,ABS 8165.0 DC02 Table 2
7712,Investigation and Security Services,771,2024,6462.0,17.8,17.4,ABS 8165.0 DC02 Table 2
7714,Correctional and Detention Services,771,2024,14.0,0.0,6.7,ABS 8165.0 DC02 Table 2
7719,Other Public Order and Safety Services,771,2024,616.0,23.3,23.1,ABS 8165.0 DC02 Table 2
7720,Regulatory Services,772,2024,230.0,22.7,11.6,ABS 8165.0 DC02 Table 2
8010,Preschool Education,801,2024,1806.0,7.7,5.6,ABS 8165.0 DC02 Table 2
8021,Primary Education,802,2024,422.0,3.5,3.8,ABS 8165.0 DC02 Table 2
8022,Secondary Education,802,2024,282.0,5.3,5.3,ABS 8165.0 DC02 Table 2
8023,Combined Primary and Secondary Education,802,2024,590.0,3.2,4.7,ABS 8165.0 DC02 Table 2
8024,Special School Education,802,2024,160.0,15.2,9.3,ABS 8165.0 DC02 Table 2
8101,Technical and Vocational Education and Training,810,2024,9962.0,16.1,14.7,ABS 8165.0 DC02 Table 2
8102,Higher Education,810,2024,695.0,19.4,13.1,ABS 8165.0 DC02 Table 2
8211,Sports and Physical Recreation Instruction,821,2024,7519.0,18.8,14.8,ABS 8165.0 DC02 Table 2
8212,Arts Education,821,2024,4294.0,17.9,14.8,ABS 8165.0 DC02 Table 2
8219,"Adult, Community and Other Education n.e.c.",821,2024,15070.0,19.3,16.2,ABS 8165.0 DC02 Table 2
8220,Educational Support Services,822,2024,1265.0,17.9,15.2,ABS 8165.0 DC02 Table 2
8401,Hospitals (Except Psychiatric Hospitals),840,2024,1003.0,8.8,9.4,ABS 8165.0 DC02 Table 2
8402,Psychiatric Hospitals,840,2024,59.0,17.6,2.0,ABS 8165.0 DC02 Table 2
8511,General Practice Medical Services,851,2024,51063.0,10.9,8.0,ABS 8165.0 DC02 Table 2
8512,Specialist Medical Services,851,2024,23406.0,11.7,6.6,ABS 8165.0 DC02 Table 2
8520,Pathology and Diagnostic Imaging Services,852,2024,3188.0,16.0,9.6,ABS 8165.0 DC02 Table 2
8531,Dental Services,853,2024,19717.0,11.7,8.2,ABS 8165.0 DC02 Table 2
8532,Optometry and Optical Dispensing,853,2024,3384.0,9.7,9.1,ABS 8165.0 DC02 Table 2
8533,Physiotherapy Services,853,2024,9039.0,15.6,9.5,ABS 8165.0 DC02 Table 2
8534,Chiropractic and Osteopathic Services,853,2024,6439.0,10.3,8.3,ABS 8165.0 DC02 Table 2
8539,Other Allied Health Services,853,2024,40522.0,21.7,11.5,ABS 8165.0 DC02 Table 2
8591,Ambulance Services,859,2024,39.0,22.2,13.9,ABS 8165.0 DC02 Table 2
8599,Other Health Care Services n.e.c.,859,2024,2838.0,24.4,15.6,ABS 8165.0 DC02 Table 2
8601,Aged Care Residential Services,860,2024,1872.0,9.2,7.7,ABS 8165.0 DC02 Table 2
8609,Other Residential Care Services,860,2024,1115.0,12.5,8.5,ABS 8165.0 DC02 Table 2
8710,Child Care Services,871,2024,11050.0,14.5,16.3,ABS 8165.0 DC02 Table 2
8790,Other Social Assistance Services,879,2024,25262.0,54.4,20.7,ABS 8165.0 DC02 Table 2
8910,Museum Operation,891,2024,181.0,9.7,11.9,ABS 8165.0 DC02 Table 2
8921,Zoological and Botanical Gardens Operation,892,2024,160.0,15.7,11.1,ABS 8165.0 DC02 Table 2
8922,Nature Reserves and Conservation Parks Operation,892,2024,178.0,16.2,9.6,ABS 8165.0 DC02 Table 2
9001,Performing Arts Operation,900,2024,2313.0,20.5,16.3,ABS 8165.0 DC02 Table 2
9002,"Creative Artists, Musicians, Writers and Performers",900,2024,17041.0,18.9,17.8,ABS 8165.0 DC02 Table 2
9003,Performing Arts Venue Operation,900,2024,931.0,17.7,17.3,ABS 8165.0 DC02 Table 2
9111,Health and Fitness Centres and Gymnasia Operation,911,2024,7594.0,18.2,14.3,ABS 8165.0 DC02 Table 2
9112,Sports and Physical Recreation Clubs and Sports Professionals,911,2024,2244.0,19.2,13.6,ABS 8165.0 DC02 Table 2
9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",911,2024,1494.0,12.6,13.0,ABS 8165.0 DC02 Table 2
9114,Sports and Physical Recreation Administrative Service,911,2024,491.0,15.0,11.2,ABS 8165.0 DC02 Table 2
9121,Horse and Dog Racing Administration and Track Operation,912,2024,87.0,13.5,15.7,ABS 8165.0 DC02 Table 2
9129,Other Horse and Dog Racing Activities,912,2024,2029.0,12.3,11.5,ABS 8165.0 DC02 Table 2
9131,Amusement Parks and Centres Operation,913,2024,1130.0,14.1,11.1,ABS 8165.0 DC02 Table 2
9139,Amusement and Other Recreational Activities n.e.c.,913,2024,1355.0,15.7,12.2,ABS 8165.0 DC02 Table 2
9201,Casino Operation,920,2024,15.0,0.0,11.8,ABS 8165.0 DC02 Table 2
9202,Lottery Operation,920,2024,467.0,20.0,13.9,ABS 8165.0 DC02 Table 2
9209,Other Gambling Activities,920,2024,732.0,10.9,16.1,ABS 8165.0 DC02 Table 2
9411,Automotive Electrical Services,941,2024,3551.0,12.0,9.8,ABS 8165.0 DC02 Table 2
9412,"Automotive Body, Paint and Interior Repair",941,2024,14081.0,17.5,15.4,ABS 8165.0 DC02 Table 2
9419,Other Automotive Repair and Maintenance,941,2024,28262.0,14.4,11.7,ABS 8165.0 DC02 Table 2
9421,Domestic Appliance Repair and Maintenance,942,2024,2509.0,10.0,10.0,ABS 8165.0 DC02 Table 2
9422,Electronic (except Domestic Appliance) and Precision Equipment Repair,942,2024,3637.0,10.8,13.0,ABS 8165.0 DC02 Table 2
9429,Other Machinery and Equipment Repair and Maintenance,942,2024,12799.0,15.1,11.8,ABS 8165.0 DC02 Table 2
9491,Clothing and Footwear Repair,949,2024,762.0,11.4,14.9,ABS 8165.0 DC02 Table 2
9499,Other Repair and Maintenance n.e.c.,949,2024,2425.0,11.3,11.6,ABS 8165.0 DC02 Table 2
9511,Hairdressing and Beauty Services,951,2024,36436.0,19.5,17.3,ABS 8165.0 DC02 Table 2
9512,Diet and Weight Reduction Centre Operation,951,2024,267.0,21.3,19.8,ABS 8165.0 DC02 Table 2
9520,"Funeral, Crematorium and Cemetery Services",952,2024,976.0,10.5,8.3,ABS 8165.0 DC02 Table 2
9531,Laundry and Dry-Cleaning Services,953,2024,4985.0,20.7,18.4,ABS 8165.0 DC02 Table 2
9532,Photographic Film Processing,953,2024,413.0,12.1,16.0,ABS 8165.0 DC02 Table 2
9533,Parking Services,953,2024,341.0,12.7,9.4,ABS 8165.0 DC02 Table 2
9534,Brothel Keeping and Prostitution Services,953,2024,372.0,21.7,32.9,ABS 8165.0 DC02 Table 2
9539,Other Personal Services n.e.c.,953,2024,19233.0,23.7,19.1,ABS 8165.0 DC02 Table 2
9999,Currently Unknown,999,2024,1780.0,,,ABS 8165.0 DC02 Table 2
